66.161, -25.50761, -16.32100 
66.161, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.120, -25.50825, -16.32141 
66.161, -25.50857, -16.32161 
66.241, -25.50922, -16.32201 
66.221, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
65.879, -25.50890, -16.32181 
66.201, -25.50890, -16.32181 
66.201, -25.50825, -16.32141 
66.120, -25.50761, -16.32100 
66.120, -25.50761, -16.32100 
66.141, -25.50825, -16.32141 
66.100, -25.50857, -16.32161 
66.100, -25.50857, -16.32161 
66.181, -25.50857, -16.32161 
66.161, -25.50890, -16.32181 
66.221, -25.50857, -16.32161 
66.161, -25.50890, -16.32181 
66.181, -25.50857, -16.32161 
66.120, -25.50793, -16.32120 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.141, -23.46667, -15.30778 
66.141, -25.50857, -16.32161 
66.120, -25.50922, -16.32201 
66.141, -23.46818, -15.30879 
66.161, -26.52115, -16.32322 
66.201, -25.50890, -16.32181 
66.201, -25.50890, -16.32181 
66.201, -25.50954, -16.32221 
66.181, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.161, -23.46728, -15.30818 
66.181, -25.50890, -16.32181 
66.161, -25.50954, -16.32221 
66.141, -25.50825, -16.32141 
66.161, -25.50890, -16.32181 
66.161, -25.50825, -16.32141 
66.161, -25.50922, -16.32201 
66.161, -25.50825, -16.32141 
66.201, -25.50825, -16.32141 
66.241, -25.50890, -16.32181 
66.141, -25.50857, -16.32161 
66.221, -25.50793, -16.32120 
66.141, -25.50890, -16.32181 
66.141, -25.50922, -16.32201 
66.181, -25.50890, -16.32181 
66.221, -25.50825, -16.32141 
66.120, -25.50825, -16.32141 
66.141, -25.50890, -16.32181 
66.120, -25.50825, -16.32141 
66.161, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.181, -25.50825, -16.32141 
66.161, -25.50922, -16.32201 
66.120, -25.50922, -16.32201 
66.241, -25.50632, -16.32020 
66.141, -25.50890, -16.32181 
66.141, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.161, -25.50922, -16.32201 
66.120, -25.50890, -16.32181 
66.201, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.161, -25.50890, -16.32181 
66.181, -25.50922, -16.32201 
66.181, -25.50857, -16.32161 
66.201, -25.50696, -16.32060 
66.181, -25.50922, -16.32201 
66.161, -25.50857, -16.32161 
66.161, -25.50922, -16.32201 
66.181, -25.50728, -16.32080 
66.141, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.181, -25.50793, -16.32120 
65.879, -25.50954, -16.32221 
66.221, -25.50890, -16.32181 
66.181, -25.50793, -16.32120 
66.100, -25.50793, -16.32120 
66.141, -25.50857, -16.32161 
66.181, -25.50857, -16.32161 
66.221, -25.50954, -16.32221 
66.141, -25.50857, -16.32161 
65.899, -25.50890, -16.32181 
66.161, -25.50890, -16.32181 
66.221, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.181, -25.50761, -16.32100 
66.161, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.201, -25.50825, -16.32141 
66.141, -23.46728, -15.30818 
66.141, -25.50954, -16.32221 
66.100, -25.50890, -16.32181 
66.201, -23.46818, -15.30879 
66.80, -25.50857, -16.32161 
66.201, -25.50922, -16.32201 
66.221, -25.50825, -16.32141 
66.80, -25.50825, -16.32141 
66.141, -25.50890, -16.32181 
66.181, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.141, -23.46788, -15.30858 
66.141, -25.50857, -16.32161 
66.120, -25.50890, -16.32181 
66.181, -25.50857, -16.32161 
66.181, -25.50793, -16.32120 
66.120, -25.50922, -16.32201 
66.201, -25.50825, -16.32141 
66.201, -25.50793, -16.32120 
66.161, -25.50857, -16.32161 
66.181, -25.50857, -16.32161 
66.120, -25.50857, -16.32161 
66.201, -25.50825, -16.32141 
66.141, -25.50954, -16.32221 
66.201, -25.50954, -16.32221 
66.141, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.161, -25.50761, -16.32100 
66.181, -25.50825, -16.32141 
66.120, -25.50761, -16.32100 
66.100, -25.50825, -16.32141 
66.181, -25.50761, -16.32100 
66.161, -25.50857, -16.32161 
66.120, -25.50825, -16.32141 
66.141, -25.50922, -16.32201 
66.100, -25.50793, -16.32120 
66.181, -25.50793, -16.32120 
66.181, -25.50825, -16.32141 
66.141, -25.50890, -16.32181 
66.161, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.181, -25.50793, -16.32120 
66.161, -25.50825, -16.32141 
66.181, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.100, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.161, -25.50857, -16.32161 
66.120, -25.50857, -16.32161 
66.181, -25.50793, -16.32120 
66.60, -25.50793, -16.32120 
66.181, -25.50632, -16.32020 
66.201, -25.50825, -16.32141 
66.161, -25.50696, -16.32060 
65.899, -25.50890, -16.32181 
66.201, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.161, -25.50793, -16.32120 
66.141, -25.50761, -16.32100 
66.161, -25.50825, -16.32141 
66.141, -25.50857, -16.32161 
66.100, -25.50761, -16.32100 
65.899, -25.50825, -16.32141 
66.120, -25.50857, -16.32161 
66.141, -25.50954, -16.32221 
66.221, -25.50825, -16.32141 
66.181, -25.50857, -16.32161 
66.181, -25.50857, -16.32161 
66.141, -25.50890, -16.32181 
66.181, -25.50793, -16.32120 
66.181, -23.46728, -15.30818 
66.161, -25.50857, -16.32161 
66.120, -25.50825, -16.32141 
66.120, -23.46788, -15.30858 
66.161, -25.50922, -16.32201 
66.161, -25.50890, -16.32181 
66.181, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.80, -25.50825, -16.32141 
66.141, -23.46697, -15.30798 
66.120, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.161, -25.50890, -16.32181 
66.120, -25.50857, -16.32161 
66.201, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.161, -25.50825, -16.32141 
66.181, -25.50954, -16.32221 
66.141, -25.50825, -16.32141 
66.141, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.141, -25.50890, -16.32181 
66.141, -25.50890, -16.32181 
66.161, -25.50954, -16.32221 
66.120, -25.50793, -16.32120 
66.161, -25.50857, -16.32161 
66.181, -25.50922, -16.32201 
66.181, -25.50793, -16.32120 
66.161, -25.50890, -16.32181 
66.241, -25.50890, -16.32181 
66.181, -25.50728, -16.32080 
66.161, -25.50793, -16.32120 
66.141, -25.50825, -16.32141 
66.120, -25.50922, -16.32201 
66.161, -25.50857, -16.32161 
66.100, -25.50793, -16.32120 
66.161, -25.50986, -16.32241 
66.181, -25.50793, -16.32120 
66.120, -25.50793, -16.32120 
66.241, -25.50922, -16.32201 
66.141, -25.50825, -16.32141 
66.120, -25.50857, -16.32161 
66.100, -25.50922, -16.32201 
66.201, -25.50857, -16.32161 
66.161, -25.50793, -16.32120 
66.161, -25.50922, -16.32201 
66.80, -25.50825, -16.32141 
66.141, -25.50793, -16.32120 
66.100, -25.50793, -16.32120 
66.161, -25.50825, -16.32141 
66.201, -25.50922, -16.32201 
66.141, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.161, -25.50825, -16.32141 
66.181, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.120, -25.50857, -16.32161 
66.161, -25.50890, -16.32181 
66.141, -25.50922, -16.32201 
66.100, -25.50890, -16.32181 
65.838, -26.52051, -16.32282 
66.141, -25.50890, -16.32181 
66.80, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.181, -25.50793, -16.32120 
66.161, -25.50793, -16.32120 
66.120, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.141, -23.46818, -15.30879 
66.120, -25.50922, -16.32201 
66.120, -25.50857, -16.32161 
65.838, -25.50890, -16.32181 
66.141, -25.50825, -16.32141 
66.221, -25.50857, -16.32161 
66.120, -25.50761, -16.32100 
66.181, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.221, -25.50890, -16.32181 
66.181, -25.50761, -16.32100 
66.161, -23.46818, -15.30879 
66.181, -25.50922, -16.32201 
66.161, -25.50890, -16.32181 
66.161, -25.50922, -16.32201 
66.80, -25.50825, -16.32141 
66.181, -25.50793, -16.32120 
66.120, -25.50857, -16.32161 
66.161, -25.50793, -16.32120 
66.100, -25.50825, -16.32141 
66.120, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.181, -25.50825, -16.32141 
66.161, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.120, -25.50664, -16.32040 
66.181, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.161, -25.50890, -16.32181 
66.201, -25.50857, -16.32161 
66.201, -25.50857, -16.32161 
66.181, -25.50890, -16.32181 
66.141, -25.50890, -16.32181 
66.161, -25.50890, -16.32181 
66.80, -25.50890, -16.32181 
66.201, -25.50857, -16.32161 
66.161, -25.50922, -16.32201 
66.80, -25.50761, -16.32100 
66.141, -25.50793, -16.32120 
66.181, -25.50793, -16.32120 
66.141, -25.50761, -16.32100 
66.141, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.161, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.120, -25.50761, -16.32100 
66.201, -25.50825, -16.32141 
66.141, -25.50857, -16.32161 
66.141, -25.50761, -16.32100 
66.141, -25.50890, -16.32181 
66.161, -25.50793, -16.32120 
66.141, -25.50890, -16.32181 
66.201, -25.50857, -16.32161 
66.181, -25.50922, -16.32201 
66.161, -25.50922, -16.32201 
66.161, -25.50728, -16.32080 
66.80, -25.50761, -16.32100 
65.818, -25.50761, -16.32100 
66.141, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.181, -25.50890, -16.32181 
66.161, -25.50825, -16.32141 
66.141, -25.50761, -16.32100 
66.141, -25.50890, -16.32181 
66.161, -25.50825, -16.32141 
66.161, -23.46758, -15.30838 
66.60, -25.50793, -16.32120 
66.80, -25.50793, -16.32120 
65.879, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.201, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.181, -25.50890, -16.32181 
66.322, -25.50890, -16.32181 
66.201, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.181, -23.46848, -15.30899 
66.120, -25.50890, -16.32181 
66.120, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.161, -25.50793, -16.32120 
66.161, -25.50857, -16.32161 
66.161, -25.50728, -16.32080 
66.161, -25.50986, -16.32241 
66.181, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.161, -25.50761, -16.32100 
66.181, -25.50857, -16.32161 
66.161, -25.50825, -16.32141 
66.80, -25.50922, -16.32201 
66.100, -25.50728, -16.32080 
66.60, -25.50857, -16.32161 
66.141, -25.50890, -16.32181 
66.141, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.141, -25.50761, -16.32100 
66.161, -25.50890, -16.32181 
66.120, -25.50825, -16.32141 
66.120, -25.50825, -16.32141 
66.100, -25.50793, -16.32120 
66.181, -25.50793, -16.32120 
66.120, -25.50857, -16.32161 
66.141, -25.50793, -16.32120 
66.161, -25.50857, -16.32161 
66.201, -25.50793, -16.32120 
66.120, -25.50857, -16.32161 
66.161, -25.50793, -16.32120 
66.201, -25.50922, -16.32201 
66.141, -25.50857, -16.32161 
66.161, -25.50890, -16.32181 
66.181, -25.50825, -16.32141 
66.40, -25.50825, -16.32141 
66.120, -25.50761, -16.32100 
66.120, -25.50761, -16.32100 
66.120, -25.50857, -16.32161 
66.141, -25.50922, -16.32201 
66.221, -25.50825, -16.32141 
66.201, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.120, -25.50890, -16.32181 
66.161, -25.50825, -16.32141 
66.100, -25.50825, -16.32141 
66.120, -25.50761, -16.32100 
66.120, -25.50857, -16.32161 
66.181, -25.50793, -16.32120 
66.120, -25.50793, -16.32120 
65.858, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.161, -25.50761, -16.32100 
66.161, -25.50825, -16.32141 
66.80, -25.50857, -16.32161 
66.161, -25.50825, -16.32141 
66.120, -25.50890, -16.32181 
66.141, -25.50825, -16.32141 
66.141, -23.46788, -15.30858 
66.181, -25.50954, -16.32221 
66.161, -25.50922, -16.32201 
65.838, -25.50890, -16.32181 
66.120, -25.50761, -16.32100 
66.161, -26.52051, -16.32282 
66.141, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.120, -25.50825, -16.32141 
66.181, -25.50986, -16.32241 
66.181, -25.50857, -16.32161 
66.161, -23.46818, -15.30879 
66.181, -25.50922, -16.32201 
66.181, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.201, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.141, -25.50728, -16.32080 
66.141, -25.50825, -16.32141 
66.161, -25.50890, -16.32181 
66.161, -25.50793, -16.32120 
66.80, -25.50793, -16.32120 
66.201, -25.50922, -16.32201 
66.161, -25.50890, -16.32181 
66.181, -25.50890, -16.32181 
66.161, -25.50793, -16.32120 
66.161, -25.50922, -16.32201 
66.201, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.120, -25.50728, -16.32080 
66.141, -25.50825, -16.32141 
66.241, -25.50793, -16.32120 
66.120, -25.50857, -16.32161 
66.141, -25.50793, -16.32120 
66.141, -25.50761, -16.32100 
66.141, -25.50793, -16.32120 
66.181, -25.50986, -16.32241 
66.141, -25.50825, -16.32141 
66.161, -25.50857, -16.32161 
66.120, -25.50857, -16.32161 
66.201, -25.50890, -16.32181 
66.161, -25.50793, -16.32120 
66.201, -25.50890, -16.32181 
66.120, -25.50761, -16.32100 
66.161, -25.50857, -16.32161 
66.181, -25.50857, -16.32161 
66.120, -25.50922, -16.32201 
66.181, -25.50761, -16.32100 
66.161, -25.50954, -16.32221 
66.181, -25.50890, -16.32181 
66.161, -25.50922, -16.32201 
66.120, -25.50793, -16.32120 
66.161, -25.50761, -16.32100 
66.141, -25.50857, -16.32161 
66.181, -25.50664, -16.32040 
66.120, -26.52019, -16.32261 
66.161, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.141, -25.50825, -16.32141 
66.120, -25.50793, -16.32120 
66.80, -25.50793, -16.32120 
66.161, -25.50922, -16.32201 
65.899, -25.50922, -16.32201 
66.161, -25.50825, -16.32141 
66.181, -25.50890, -16.32181 
66.181, -25.50825, -16.32141 
66.181, -25.50728, -16.32080 
66.201, -25.50793, -16.32120 
66.141, -25.50922, -16.32201 
66.181, -25.50825, -16.32141 
66.221, -25.50890, -16.32181 
66.181, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
65.858, -25.50890, -16.32181 
66.181, -25.50825, -16.32141 
66.181, -25.50761, -16.32100 
66.181, -25.50825, -16.32141 
66.161, -25.50728, -16.32080 
66.120, -25.50825, -16.32141 
66.161, -25.50825, -16.32141 
66.100, -25.50825, -16.32141 
66.161, -23.46788, -15.30858 
66.120, -25.50890, -16.32181 
66.141, -25.50825, -16.32141 
66.181, -25.50825, -16.32141 
66.181, -25.50825, -16.32141 
66.100, -25.50922, -16.32201 
66.161, -25.50761, -16.32100 
66.141, -25.50890, -16.32181 
66.181, -23.46818, -15.30879 
66.181, -25.50857, -16.32161 
66.100, -25.50890, -16.32181 
66.181, -25.50890, -16.32181 
66.161, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.120, -25.50857, -16.32161 
66.201, -25.50890, -16.32181 
66.181, -25.50857, -16.32161 
66.120, -25.50825, -16.32141 
66.161, -25.50890, -16.32181 
66.161, -25.50922, -16.32201 
66.161, -25.50890, -16.32181 
66.161, -25.50922, -16.32201 
66.141, -25.50857, -16.32161 
66.161, -25.50890, -16.32181 
66.141, -25.50857, -16.32161 
66.181, -25.50793, -16.32120 
66.141, -25.50922, -16.32201 
66.141, -25.50793, -16.32120 
66.141, -25.50793, -16.32120 
66.181, -25.50728, -16.32080 
66.120, -25.50857, -16.32161 
66.141, -25.50857, -16.32161 
66.141, -25.50825, -16.32141 
66.141, -25.50857, -16.32161 
66.100, -25.50986, -16.32241 
66.141, -25.50825, -16.32141 
66.100, -25.50825, -16.32141 
66.161, -25.50890, -16.32181 
66.141, -25.50825, -16.32141 
66.161, -25.50761, -16.32100 
66.161, -25.50793, -16.32120 
66.161, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.141, -25.50890, -16.32181 
66.141, -25.50825, -16.32141 
66.181, -25.50857, -16.32161 
66.120, -25.50825, -16.32141 
65.879, -25.50922, -16.32201 
66.201, -25.50825, -16.32141 
66.201, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.161, -25.50922, -16.32201 
66.161, -25.50825, -16.32141 
66.181, -25.50890, -16.32181 
66.141, -25.50857, -16.32161 
65.838, -25.50890, -16.32181 
66.161, -25.50890, -16.32181 
66.141, -25.50857, -16.32161 
65.879, -25.50793, -16.32120 
66.141, -25.50793, -16.32120 
66.221, -25.50793, -16.32120 
66.100, -25.50857, -16.32161 
66.221, -25.50986, -16.32241 
66.141, -25.50793, -16.32120 
66.161, -25.50922, -16.32201 
66.161, -25.50857, -16.32161 
66.60, -23.46848, -15.30899 
66.141, -25.50890, -16.32181 
66.181, -25.50890, -16.32181 
66.181, -25.50793, -16.32120 
66.100, -25.50857, -16.32161 
66.141, -25.50954, -16.32221 
66.141, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.141, -23.46758, -15.30838 
66.181, -25.50857, -16.32161 
66.161, -25.50857, -16.32161 
66.181, -25.50857, -16.32161 
66.161, -25.50825, -16.32141 
66.201, -25.50825, -16.32141 
66.221, -25.50890, -16.32181 
66.161, -25.50857, -16.32161 
66.201, -25.50857, -16.32161 
66.141, -25.50890, -16.32181 
66.141, -25.50857, -16.32161 
66.181, -25.50825, -16.32141 
66.181, -25.50825, -16.32141 
66.141, -25.50890, -16.32181 
66.141, -25.50825, -16.32141 
